Product_ID	Sale_Date	Sales_Rep	Region	Sales_Amount	Quantity_Sold	Product_Category	Unit_Cost	Unit_Price	Customer_Type	Discount	Payment_Method	Sales_Channel	Region_and_Sales_Rep
1059	2023-08-31	Alice	North	1203.96997070313	35	Food	3333.63989257813	3764.52001953125	Returning	0.0199999995529652	Credit Card	Online	North-Alice
1042	2023-01-31	Alice	North	5207.02978515625	11	Food	635.200012207031	814.140014648438	Returning	0.0199999995529652	Cash	Online	North-Alice
1092	2023-02-09	David	West	2749.169921875	34	Furniture	2037.41003417969	2238.64990234375	New	0.300000011920929	Credit Card	Online	West-David
1060	2023-08-17	Bob	East	8371.25	16	Clothing	3975.98999023438	4422.58984375	New	0.239999994635582	Cash	Online	East-Bob
1080	2023-02-05	Charlie	South	245.460006713867	9	Electronics	1141.52001953125	1550.18994140625	New	0.280000001192093	Credit Card	Retail	South-Charlie
1015	2023-08-11	Eve	East	3853.03002929688	32	Furniture	970.510009765625	1330.83996582031	Returning	0.0599999986588955	Cash	Retail	East-Eve
1062	2023-01-06	Eve	East	3439.71997070313	15	Clothing	4756.5498046875	4888.4599609375	New	0.28999999165535	Credit Card	Online	East-Eve
1062	2023-11-18	Alice	East	291.339996337891	12	Furniture	1088.98999023438	1545	Returning	0.0399999991059303	Bank Transfer	Retail	East-Alice
1047	2023-08-08	David	North	1331.25	33	Electronics	1341.55004882813	1427.2099609375	Returning	0.150000005960464	Credit Card	Online	North-David
1062	2023-03-16	David	West	4195.06005859375	45	Furniture	4849.60009765625	5166.72021484375	Returning	0.25	Credit Card	Online	West-David
1051	2023-01-04	Eve	North	4979.35986328125	14	Electronics	3686.81005859375	3710.919921875	New	0.100000001490116	Bank Transfer	Retail	North-Eve
1055	2023-12-01	Charlie	West	4102.47021484375	8	Furniture	3513	3838.419921875	Returning	0.129999995231628	Bank Transfer	Online	West-Charlie
1064	2023-05-14	Bob	South	5356.27978515625	8	Electronics	4271.990234375	4417.7900390625	Returning	0.0399999991059303	Cash	Online	South-Bob
1003	2023-04-28	Charlie	South	5991.7998046875	27	Furniture	623.320007324219	853.659973144531	Returning	0.0399999991059303	Cash	Online	South-Charlie
1051	2023-04-04	Bob	East	198.25	12	Electronics	3544.47998046875	3723.65991210938	Returning	0.189999997615814	Cash	Online	East-Bob
1007	2023-03-03	Eve	West	4694.5400390625	1	Food	2543.26000976563	2637.90991210938	Returning	0.200000002980232	Credit Card	Online	West-Eve
1021	2023-07-13	Bob	West	9638.6396484375	43	Furniture	4154.2998046875	4469.06982421875	Returning	0.230000004172325	Cash	Retail	West-Bob
1073	2023-12-01	David	West	5238.419921875	40	Furniture	2565.30004882813	3007.46997070313	Returning	0.170000001788139	Credit Card	Retail	West-David
1039	2023-07-22	Alice	East	6807.669921875	42	Clothing	3120.18994140625	3600.13989257813	Returning	0.189999997615814	Credit Card	Retail	East-Alice
1018	2023-01-26	Alice	East	3187.44995117188	11	Clothing	2414.82006835938	2519.07006835938	Returning	0	Cash	Online	East-Alice
1004	2023-06-22	Eve	South	7762.509765625	39	Electronics	2416.88989257813	2778.39990234375	Returning	0.0500000007450581	Cash	Online	South-Eve
1089	2023-10-27	David	North	7751.919921875	43	Furniture	3851.44995117188	4186.97998046875	Returning	0.300000011920929	Credit Card	Online	North-David
1060	2023-05-13	Charlie	West	5260.830078125	31	Electronics	3161.39990234375	3339.65991210938	Returning	0.0199999995529652	Bank Transfer	Online	West-Charlie
1014	2023-11-22	David	West	9762.5400390625	17	Food	3184.64990234375	3204.01000976563	New	0.200000002980232	Bank Transfer	Online	West-David
1009	2023-04-28	Alice	North	1342.94995117188	33	Clothing	2278.89990234375	2626.89990234375	New	0.0500000007450581	Credit Card	Online	North-Alice
1090	2023-11-20	Alice	West	267.779998779297	32	Electronics	2678.98999023438	3152.28002929688	Returning	0.219999998807907	Cash	Retail	West-Alice
1053	2023-10-02	David	East	7724.56982421875	29	Electronics	3741.30004882813	4061.0400390625	Returning	0.209999993443489	Credit Card	Online	East-David
1002	2023-07-31	David	East	8090.83984375	21	Clothing	4138.41015625	4361.7001953125	Returning	0.0700000002980232	Credit Card	Retail	East-David
1084	2023-08-13	Alice	West	1290.05004882813	21	Furniture	3497.97998046875	3765.31005859375	New	0.0799999982118607	Cash	Online	West-Alice
1092	2023-01-20	Charlie	East	2729.27001953125	40	Electronics	4624.16015625	4731.97998046875	New	0.200000002980232	Bank Transfer	Retail	East-Charlie
1060	2023-04-23	Eve	East	273.769989013672	23	Clothing	4110.60009765625	4488.3701171875	New	0.119999997317791	Credit Card	Online	East-Eve
1071	2023-05-20	Eve	West	3003.76000976563	6	Furniture	2831.22998046875	3206.97998046875	Returning	0.0599999986588955	Bank Transfer	Retail	West-Eve
1044	2023-02-16	David	South	7754.10009765625	22	Food	3373.4599609375	3454.76000976563	Returning	0.219999998807907	Bank Transfer	Retail	South-David
1008	2023-01-01	Eve	North	5227.81005859375	38	Clothing	4635.22998046875	5075.43994140625	Returning	0.0500000007450581	Cash	Online	North-Eve
1047	2023-03-31	Alice	East	3546.14990234375	37	Electronics	3114.8798828125	3256.78002929688	Returning	0.259999990463257	Credit Card	Online	East-Alice
1035	2023-05-22	Alice	South	3780.21997070313	45	Food	4132.7900390625	4624.10009765625	New	0.150000005960464	Credit Card	Retail	South-Alice
1078	2023-11-16	David	East	113.400001525879	8	Furniture	3459.61010742188	3657.22998046875	Returning	0.0299999993294477	Bank Transfer	Online	East-David
1081	2023-02-07	David	East	3068.03002929688	41	Furniture	2782.080078125	2879.23999023438	New	0.209999993443489	Bank Transfer	Online	East-David
1036	2023-10-20	David	North	6499.93994140625	49	Clothing	1247.09997558594	1429.43994140625	New	0.159999996423721	Cash	Online	North-David
1050	2023-05-19	Charlie	East	9744.51953125	35	Clothing	2158.68994140625	2384.3798828125	Returning	0.0900000035762787	Bank Transfer	Retail	East-Charlie
1004	2023-12-22	Eve	North	8485.900390625	11	Clothing	4840.330078125	4884.2900390625	New	0.129999995231628	Cash	Online	North-Eve
1002	2023-11-29	David	North	333.589996337891	24	Furniture	3305.93994140625	3599.27001953125	New	0.0900000035762787	Credit Card	Retail	North-David
1006	2023-09-16	Bob	North	8995.75	49	Food	2843.76000976563	3146.60009765625	New	0.0799999982118607	Cash	Retail	North-Bob
1054	2023-06-10	Bob	South	7853.66015625	21	Furniture	4668.14013671875	5040.22021484375	New	0.0500000007450581	Bank Transfer	Online	South-Bob
1004	2023-06-27	Alice	West	7825.72021484375	2	Electronics	2953.22998046875	2977.52001953125	Returning	0.109999999403954	Credit Card	Retail	West-Alice
1054	2023-01-10	Eve	South	4634.16015625	40	Furniture	2654.11010742188	2929.32006835938	Returning	0.0799999982118607	Cash	Online	South-Eve
1093	2023-09-18	David	West	4040.25	19	Electronics	3808.59008789063	3844.51000976563	New	0.209999993443489	Credit Card	Online	West-David
1063	2023-05-18	Bob	West	3098.8701171875	39	Food	3577.68994140625	3931.25	Returning	0.209999993443489	Cash	Retail	West-Bob
1018	2023-06-21	Eve	North	750.380004882813	28	Clothing	1006.14001464844	1043.44995117188	New	0.150000005960464	Bank Transfer	Retail	North-Eve
1090	2023-01-13	Alice	East	2359.53002929688	17	Clothing	2382.97998046875	2839.72998046875	Returning	0.230000004172325	Bank Transfer	Retail	East-Alice
1044	2023-06-17	Charlie	North	2541.3798828125	6	Furniture	2388.94995117188	2742.96997070313	Returning	0.25	Credit Card	Retail	North-Charlie
1034	2023-05-10	Eve	East	4892.35986328125	19	Clothing	1922.2099609375	2180.830078125	Returning	0.170000001788139	Credit Card	Retail	East-Eve
1074	2023-03-25	Eve	West	7499.7001953125	38	Food	2610.60009765625	2836.93994140625	Returning	0.189999997615814	Credit Card	Online	West-Eve
1062	2023-11-17	Charlie	North	4790.72021484375	28	Clothing	2094.8798828125	2168.90991210938	Returning	0.0799999982118607	Cash	Retail	North-Charlie
1100	2023-11-15	Eve	East	672.659973144531	2	Furniture	1036.76000976563	1189.34997558594	New	0.270000010728836	Bank Transfer	Online	East-Eve
1014	2023-04-11	Alice	South	9582.1201171875	38	Food	2091.2099609375	2527	Returning	0.00999999977648258	Credit Card	Online	South-Alice
1095	2023-11-25	Alice	East	9432.9697265625	37	Electronics	407.769989013672	860.950012207031	New	0.100000001490116	Credit Card	Retail	East-Alice
1048	2023-09-30	Charlie	North	7873.3798828125	4	Furniture	2900.13989257813	2910.51000976563	New	0.219999998807907	Credit Card	Retail	North-Charlie
1015	2023-09-22	David	South	9914.150390625	22	Electronics	4275.58984375	4576.72021484375	Returning	0.0199999995529652	Cash	Retail	South-David
1072	2023-02-07	Bob	East	5490.3798828125	26	Food	3640.169921875	4002.6298828125	New	0.0500000007450581	Credit Card	Retail	East-Bob
1078	2023-04-04	David	East	9631.41015625	49	Furniture	1833.94995117188	2147.13989257813	Returning	0.180000007152557	Credit Card	Retail	East-David
1087	2023-04-05	Eve	East	848.489990234375	43	Furniture	481	531.02001953125	New	0.170000001788139	Cash	Online	East-Eve
1062	2023-11-01	Bob	East	3720.23999023438	36	Food	1050.64001464844	1167.32995605469	New	0.219999998807907	Cash	Online	East-Bob
1040	2023-03-10	Charlie	East	2331.27001953125	13	Clothing	2750.17993164063	2882.85009765625	Returning	0.239999994635582	Credit Card	Online	East-Charlie
1085	2023-11-14	Charlie	South	2038.75	32	Furniture	1074.93005371094	1492.47998046875	Returning	0.0399999991059303	Credit Card	Retail	South-Charlie
1080	2023-08-24	Bob	West	1493.94995117188	17	Furniture	2742.669921875	2979.63989257813	Returning	0.00999999977648258	Cash	Retail	West-Bob
1082	2023-11-30	Alice	South	6261.89990234375	41	Electronics	1196.42004394531	1444.96997070313	Returning	0.209999993443489	Bank Transfer	Online	South-Alice
1053	2023-05-17	Bob	South	7835.08984375	36	Clothing	4252.169921875	4720.27001953125	New	0.0900000035762787	Cash	Retail	South-Bob
1024	2023-03-17	Eve	South	5825.14990234375	46	Electronics	2016.48999023438	2338.65991210938	Returning	0.189999997615814	Bank Transfer	Retail	South-Eve
1026	2023-02-04	Alice	West	1554.93005371094	19	Electronics	1265.47998046875	1715.82995605469	New	0.0500000007450581	Credit Card	Retail	West-Alice
1089	2023-01-01	Charlie	North	8130.1298828125	35	Clothing	4071.01000976563	4304.7001953125	New	0.140000000596046	Credit Card	Online	North-Charlie
1060	2023-10-23	Bob	West	6395.9501953125	46	Clothing	1747.05004882813	1830.27001953125	New	0.150000005960464	Bank Transfer	Retail	West-Bob
1041	2023-11-16	David	South	3942.84008789063	40	Food	601.859985351563	1067.53002929688	New	0.180000007152557	Cash	Online	South-David
1029	2023-03-01	David	East	6773.89013671875	28	Clothing	2873.53002929688	3108.30004882813	New	0.150000005960464	Credit Card	Retail	East-David
1015	2023-11-16	Eve	East	2673.06005859375	1	Furniture	2928.73999023438	3027.73999023438	New	0.150000005960464	Bank Transfer	Retail	East-Eve
1045	2023-12-15	David	South	3517.39990234375	42	Clothing	3587.73999023438	3745.90991210938	Returning	0.100000001490116	Cash	Online	South-David
1065	2023-11-24	Bob	East	9183.1103515625	18	Food	1239.08996582031	1273.97998046875	New	0.0199999995529652	Bank Transfer	Retail	East-Bob
1089	2023-09-24	Bob	South	2975.98999023438	48	Food	2246.669921875	2486.13989257813	New	0.0299999993294477	Cash	Retail	South-Bob
1071	2023-12-27	David	East	4752.8798828125	40	Food	1447.71997070313	1875.75	New	0.129999995231628	Cash	Retail	East-David
1009	2023-08-17	Bob	West	8912.400390625	33	Clothing	450.720001220703	918.169982910156	Returning	0.109999999403954	Cash	Online	West-Bob
1088	2023-09-27	Eve	North	7106.43994140625	12	Clothing	4389.240234375	4856.22021484375	Returning	0.150000005960464	Cash	Retail	North-Eve
1001	2023-11-12	Alice	North	715.809997558594	8	Electronics	3657.90991210938	3729.27001953125	New	0.0900000035762787	Bank Transfer	Retail	North-Alice
1008	2023-10-13	Eve	West	1558.30004882813	24	Electronics	1542.23999023438	1739.44995117188	Returning	0.209999993443489	Bank Transfer	Retail	West-Eve
1088	2023-10-18	Eve	West	177.630004882813	16	Furniture	3016.89990234375	3040.72998046875	New	0.259999990463257	Bank Transfer	Retail	West-Eve
1063	2023-08-01	Bob	South	6346.1298828125	4	Electronics	1046.26000976563	1475.2900390625	Returning	0.0900000035762787	Bank Transfer	Retail	South-Bob
1011	2023-06-14	Alice	South	4531.97021484375	38	Furniture	4456.669921875	4642.4599609375	New	0.0599999986588955	Bank Transfer	Online	South-Alice
1081	2023-01-05	Bob	South	1429.31994628906	44	Food	618.789978027344	938.039978027344	Returning	0.0299999993294477	Cash	Online	South-Bob
1008	2023-12-05	Charlie	East	9583.5498046875	27	Electronics	68.9899978637695	429.290008544922	Returning	0.180000007152557	Credit Card	Retail	East-Charlie
1035	2023-03-19	Bob	South	5343.6298828125	9	Clothing	2534.93994140625	2755.56005859375	Returning	0.129999995231628	Credit Card	Retail	South-Bob
1035	2023-03-03	Bob	West	2494.73999023438	47	Electronics	2936.47998046875	3096.63989257813	New	0.0599999986588955	Bank Transfer	Online	West-Bob
1033	2023-05-12	Bob	North	5055.97998046875	16	Furniture	2915.8798828125	3397.36010742188	New	0.200000002980232	Bank Transfer	Retail	North-Bob
1005	2023-03-30	Alice	East	6828.240234375	12	Electronics	319.829986572266	802.429992675781	New	0.0399999991059303	Credit Card	Retail	East-Alice
1041	2023-08-25	Bob	South	854.77001953125	31	Food	1604.52001953125	1756.33996582031	Returning	0.170000001788139	Cash	Retail	South-Bob
1028	2023-02-11	Alice	East	2819.57006835938	24	Clothing	2521.03002929688	2766.05004882813	Returning	0.159999996423721	Bank Transfer	Retail	East-Alice
1007	2023-03-30	David	East	8088.9599609375	14	Furniture	1122.06994628906	1608.76000976563	New	0.219999998807907	Cash	Retail	East-David
1073	2023-10-23	Charlie	South	4650.68017578125	45	Clothing	4369.5	4381.89013671875	Returning	0.0199999995529652	Credit Card	Retail	South-Charlie
1072	2023-11-24	Alice	East	5511.10986328125	25	Clothing	481.190002441406	693.400024414063	New	0.270000010728836	Credit Card	Retail	East-Alice
1012	2023-10-22	David	North	4384.8798828125	34	Furniture	2462.55004882813	2521.77001953125	New	0.209999993443489	Bank Transfer	Retail	North-David
1034	2023-04-14	Alice	West	534.609985351563	3	Clothing	3472.51000976563	3732	New	0.0599999986588955	Cash	Online	West-Alice
1033	2023-01-14	Alice	West	1740.92004394531	24	Clothing	1345.67004394531	1367.76000976563	New	0.0599999986588955	Bank Transfer	Online	West-Alice
1048	2023-10-15	Charlie	North	4510.85986328125	42	Electronics	3139.98999023438	3349.3701171875	Returning	0.129999995231628	Credit Card	Retail	North-Charlie
1023	2023-06-28	Eve	East	2170.93994140625	9	Clothing	4155.4599609375	4273.60009765625	Returning	0.25	Cash	Retail	East-Eve
1062	2023-05-05	Eve	South	594.789978027344	26	Clothing	992.169982910156	1263.48999023438	Returning	0.25	Bank Transfer	Retail	South-Eve
1088	2023-12-19	Alice	East	8452.1298828125	20	Clothing	4590.240234375	5088.27978515625	New	0.159999996423721	Bank Transfer	Retail	East-Alice
1037	2023-01-23	Bob	North	9813.8095703125	40	Clothing	2790.11010742188	3192.3701171875	Returning	0.259999990463257	Bank Transfer	Online	North-Bob
1099	2023-03-04	David	East	7952.10986328125	10	Furniture	1531.19995117188	1955.56005859375	New	0	Credit Card	Online	East-David
1044	2023-05-23	Bob	West	8552.4697265625	19	Food	2182.75	2504.03002929688	New	0.00999999977648258	Bank Transfer	Online	West-Bob
1086	2023-06-02	Bob	East	2495.57006835938	3	Electronics	1595.34997558594	1625.7099609375	New	0.270000010728836	Cash	Online	East-Bob
1091	2023-05-25	Alice	North	9610.2099609375	24	Clothing	3639.30004882813	3750.6298828125	New	0.230000004172325	Bank Transfer	Retail	North-Alice
1035	2023-08-13	Alice	West	2049.56005859375	5	Clothing	3991.68994140625	4454.97021484375	New	0.140000000596046	Credit Card	Retail	West-Alice
1065	2023-11-05	Alice	East	9519.16015625	3	Furniture	4173.0400390625	4362.43994140625	New	0.230000004172325	Bank Transfer	Retail	East-Alice
1099	2023-04-14	Alice	East	9948.7099609375	27	Food	4929.5498046875	4990.330078125	Returning	0.28999999165535	Credit Card	Online	East-Alice
1047	2023-04-14	Eve	West	7146.06005859375	16	Clothing	3966.86010742188	4321.0400390625	Returning	0.230000004172325	Credit Card	Retail	West-Eve
1078	2023-02-08	Alice	South	9813.3203125	49	Furniture	3026.85009765625	3183.580078125	Returning	0.25	Cash	Retail	South-Alice
1003	2023-07-17	Eve	West	5738.43994140625	15	Electronics	1729.14001464844	1870.88000488281	Returning	0.230000004172325	Cash	Online	West-Eve
1001	2023-05-14	Eve	South	2669.4599609375	35	Electronics	2745.75	3244.76000976563	New	0.0500000007450581	Bank Transfer	Online	South-Eve
1005	2023-03-08	Alice	North	4426.259765625	12	Clothing	253.289993286133	683.780029296875	New	0.25	Credit Card	Online	North-Alice
1090	2023-06-28	Charlie	North	5976.25	41	Clothing	3736.8798828125	3946.77001953125	Returning	0.0599999986588955	Credit Card	Online	North-Charlie
1014	2023-02-11	David	West	823.510009765625	44	Food	2257.47998046875	2747.81005859375	Returning	0.270000010728836	Cash	Online	West-David
1027	2023-01-15	Bob	West	6261.2001953125	26	Food	149.110000610352	477.670013427734	Returning	0.140000000596046	Cash	Retail	West-Bob
1009	2023-04-21	Eve	North	9813.66015625	47	Clothing	359.410003662109	733	Returning	0.200000002980232	Bank Transfer	Retail	North-Eve
1079	2023-06-06	David	South	1982.06994628906	34	Furniture	1967.9599609375	1993.40002441406	Returning	0.150000005960464	Credit Card	Online	South-David
1015	2023-10-16	Charlie	North	7946.68994140625	23	Food	2937.93994140625	3007.53002929688	Returning	0.0299999993294477	Cash	Retail	North-Charlie
1090	2023-08-19	Bob	West	9088.2001953125	31	Clothing	2347.81005859375	2668.02001953125	Returning	0.0900000035762787	Bank Transfer	Retail	West-Bob
1042	2023-06-06	Bob	North	9442.650390625	20	Food	3115.06005859375	3565.580078125	Returning	0.300000011920929	Credit Card	Retail	North-Bob
1077	2023-02-07	Eve	West	9605.33984375	12	Clothing	2427.4599609375	2743.09008789063	New	0.28999999165535	Credit Card	Retail	West-Eve
1051	2023-04-07	Alice	West	5262.4501953125	23	Electronics	3325.42993164063	3401.10009765625	New	0.100000001490116	Cash	Online	West-Alice
1063	2023-10-16	Charlie	North	9775.349609375	4	Clothing	1134.67004394531	1201.39001464844	New	0.300000011920929	Bank Transfer	Retail	North-Charlie
1096	2023-09-11	Eve	South	7597.3701171875	23	Electronics	608.570007324219	1032.21997070313	New	0.25	Cash	Retail	South-Eve
1052	2023-07-15	Charlie	East	1700.55004882813	48	Food	3002.35009765625	3080.61010742188	Returning	0.180000007152557	Bank Transfer	Retail	East-Charlie
1096	2023-03-27	Alice	North	4821.31005859375	48	Clothing	2449.2099609375	2714.1201171875	New	0.00999999977648258	Credit Card	Online	North-Alice
1004	2023-11-18	Alice	East	7211.47998046875	1	Food	182.990005493164	211.179992675781	Returning	0.270000010728836	Bank Transfer	Retail	East-Alice
1094	2023-01-10	Eve	North	2548.669921875	25	Electronics	1933.39001464844	1982.92004394531	New	0.170000001788139	Bank Transfer	Online	North-Eve
1023	2023-01-05	Alice	East	6442.08984375	2	Clothing	575.320007324219	914.77001953125	Returning	0.259999990463257	Bank Transfer	Online	East-Alice
1015	2023-05-03	David	South	6699.33984375	30	Food	2680.21997070313	3027.919921875	Returning	0.25	Bank Transfer	Online	South-David
1043	2023-11-26	Bob	South	1710.72998046875	3	Electronics	2009.09997558594	2186.419921875	New	0.25	Bank Transfer	Online	South-Bob
1029	2023-12-19	Eve	North	5694.33984375	21	Food	3085.10009765625	3200.75	New	0.209999993443489	Cash	Retail	North-Eve
1036	2023-04-28	Charlie	West	7739.10986328125	25	Furniture	4037.72998046875	4446.4501953125	Returning	0.0900000035762787	Bank Transfer	Online	West-Charlie
1013	2023-10-21	David	East	5039.06982421875	20	Electronics	1533.35998535156	1649.73999023438	Returning	0.100000001490116	Bank Transfer	Online	East-David
1032	2023-06-08	Eve	West	219.820007324219	49	Electronics	4812.41015625	5088	Returning	0.0900000035762787	Credit Card	Online	West-Eve
1071	2023-10-30	Alice	West	189.479995727539	22	Electronics	2701.38989257813	3185.81005859375	New	0.00999999977648258	Bank Transfer	Online	West-Alice
1059	2023-08-16	Alice	West	3634.59008789063	21	Clothing	3110.5400390625	3192.98999023438	New	0.170000001788139	Credit Card	Online	West-Alice
1086	2023-12-31	Alice	South	9269.3203125	33	Clothing	3419.330078125	3890.36010742188	Returning	0.209999993443489	Cash	Retail	South-Alice
1028	2023-08-04	Alice	North	2363.89990234375	38	Clothing	3350.32006835938	3449.93994140625	New	0.259999990463257	Cash	Online	North-Alice
1066	2023-07-03	Charlie	North	6380.2001953125	15	Furniture	2579.31005859375	2867.36010742188	Returning	0.0399999991059303	Bank Transfer	Retail	North-Charlie
1042	2023-01-15	David	South	2298.55004882813	46	Furniture	2172.3798828125	2367.11010742188	New	0.159999996423721	Cash	Retail	South-David
1045	2023-06-06	Bob	South	3284.53002929688	15	Electronics	316.220001220703	799.039978027344	New	0	Bank Transfer	Online	South-Bob
1062	2023-05-16	Charlie	North	8495.6201171875	46	Furniture	159.320007324219	303.359985351563	New	0.0299999993294477	Cash	Retail	North-Charlie
1057	2023-09-18	Charlie	West	7315.72998046875	25	Food	1821.91003417969	2027.73999023438	New	0.0199999995529652	Bank Transfer	Retail	West-Charlie
1006	2023-06-06	Bob	East	1044.44995117188	21	Electronics	1701.61999511719	2193.21997070313	New	0.219999998807907	Bank Transfer	Retail	East-Bob
1028	2023-02-16	Bob	East	4344.14990234375	24	Electronics	1969.08996582031	2241.9599609375	Returning	0.0199999995529652	Credit Card	Online	East-Bob
1028	2023-11-20	Alice	East	388.779998779297	5	Food	734.919982910156	991.210021972656	Returning	0.209999993443489	Credit Card	Online	East-Alice
1044	2023-11-28	Charlie	West	4860.81005859375	6	Electronics	3703.92993164063	3840.23999023438	New	0.0700000002980232	Credit Card	Online	West-Charlie
1084	2023-06-22	Eve	North	6658.10009765625	49	Furniture	4291.97021484375	4645.64013671875	Returning	0.259999990463257	Credit Card	Online	North-Eve
1030	2023-05-10	Bob	South	1273.18005371094	43	Clothing	4696.64013671875	4713.68017578125	Returning	0.239999994635582	Bank Transfer	Online	South-Bob
1062	2023-04-05	Bob	North	2959.9599609375	48	Food	2487.18994140625	2521.44995117188	New	0.28999999165535	Cash	Online	North-Bob
1075	2023-04-25	David	West	4038.580078125	44	Furniture	3519.2900390625	3822.97998046875	Returning	0.270000010728836	Bank Transfer	Online	West-David
1092	2023-08-31	Eve	South	9203.3603515625	47	Food	4284.97998046875	4462.39990234375	New	0.280000001192093	Credit Card	Retail	South-Eve
1089	2023-10-19	Eve	West	9933.2197265625	23	Food	2120.5400390625	2597.669921875	Returning	0.259999990463257	Credit Card	Retail	West-Eve
1062	2023-10-09	Bob	East	544.619995117188	4	Electronics	1581.58996582031	2034.15002441406	Returning	0.209999993443489	Cash	Online	East-Bob
1097	2023-10-26	Alice	East	7633.97998046875	27	Electronics	4686.7900390625	5046.509765625	Returning	0.0500000007450581	Credit Card	Retail	East-Alice
